cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	chromosome	start	end	Annotated	Region	diff_exp_rank
7083	ENSMUSG00000024268	Celf4	0.000157	0.00315	0.052	chr18	[25679496]	[25679619 25680129 25752576 25753342]	False	CDS	756.0
23931	ENSMUSG00000053477	Tcf4	0.000158	0.00315	0.137	chr18	[69564685 69593585 69593993 69594409 69612673]	[69633577]	True	CDS	213.0
18605	ENSMUSG00000020458	Rtn4	0.000164	0.00324	0.106	chr11	[29693694 29708771 29718883 29721045]	[29733633]	True	CDS	508.0
26309	ENSMUSG00000027940	Tpm3	0.000166	0.00328	0.055	chr3	[90090080 90091092]	[90099528]	True	CDS	2325.0
29108	ENSMUSG00000004535	Tax1bp1	0.000169	0.00332	0.057	chr6	[52737173 52739730]	[52741951]	False	CDS	7123.0
24806	ENSMUSG00000039515	Ptpa	0.000172	0.00336	0.065	chr2	[30438354 30439765 30441979]	[30443290]	False	CDS	4823.0
14616	ENSMUSG00000058833	Rex1bd	0.000178	0.00346	0.065	chr8	[70505961]	[70506292 70506497]	True	CDS	8663.0
5097	ENSMUSG00000022336	Eif3e	0.000192	0.00368	0.068	chr15	[43278423]	[43281019 43281511 43282391 43282603]	True	CDS	19593.0
19778	ENSMUSG00000061911	Myt1l	0.000211	0.004	0.076	chr12	[29527675 29528418 29528574 29528797 29533536 29534795 29535230 29535369]	[29566702]	True	5' UTR	8357.0
1656	ENSMUSG00000020171	Yeats4	0.000213	0.004	0.058	chr10	[117217300]	[117217429 117220333]	False	CDS	23857.0
232	ENSMUSG00000025980	Hspd1	0.000221	0.00412	0.163	chr1	[55086942]	[55087779 55087989 55088145]	True	5' UTR	2521.0
24782	ENSMUSG00000057738	Sptan1	0.000223	0.00413	0.084	chr2	[30027649 30028707]	[30029620]	True	CDS	3727.0
25846	ENSMUSG00000074578	Zfas1	0.000234	0.00428	0.082	chr2	[167061794 167062567 167063298]	[167063636]	False	Non-coding	8540.0
27065	ENSMUSG00000028576	Ift74	0.000244	0.00446	0.126	chr4	[94627313 94632737]	[94635774]	False	CDS	16146.0
25924	ENSMUSG00000000827	Tpd52l2	0.000269	0.00487	0.098	chr2	[181508268 181510531]	[181511574]	True	CDS	8087.0
10203	ENSMUSG00000028444	Cntfr	0.000273	0.00492	0.134	chr4	[41671077]	[41675020 41686797]	False	CDS	219.0
27703	ENSMUSG00000073684	Faap20	0.000281	0.00505	0.071	chr4	[155246986 155251037]	[155256135]	False	5' UTR	2928.0
12429	ENSMUSG00000004980	Hnrnpa2b1	0.000282	0.00505	0.059	chr6	[51467296]	[51467391 51469671]	True	CDS	5874.0
27123	ENSMUSG00000028519	Dab1	0.000285	0.00509	0.194	chr4	[104161951 104280581 104367470 104367718]	[104479074]	False	5' UTR	499.0
13661	ENSMUSG00000025104	Hdgfl3	0.000295	0.00522	0.104	chr7	[81886084]	[81893799 81899674 81905560 81933939]	False	CDS	1231.0
6020	ENSMUSG00000033157	Abhd10	0.000299	0.00528	0.174	chr16	[45731960]	[45732738 45736893]	True	CDS	15277.0
13034	ENSMUSG00000068250	Amn1	0.000355	0.00624	0.154	chr6	[149185125]	[149188236 149188472 149188606]	True	CDS	20165.0
12030	ENSMUSG00000059518	Znhit1	0.00037	0.00645	0.113	chr5	[136985050]	[136986126 136986526 136986811 136987489]	True	CDS	1084.0
11546	ENSMUSG00000044221	Grsf1	0.000416	0.00719	0.079	chr5	[88660460]	[88662535 88663120]	False	3' UTR	7635.0
32836	ENSMUSG00000031155	Pim2	0.000423	0.0073	0.059	chrX	[7878557 7882250]	[7882354]	False	CDS	10157.0
32406	ENSMUSG00000032184	Lysmd2	0.000433	0.00741	0.056	chr9	[75626025 75626038 75626592 75634782]	[75635386]	True	CDS	4424.0
28867	ENSMUSG00000029757	Dync1i1	0.00044	0.00751	0.068	chr6	[5769792 5784499]	[5800775]	True	CDS	17842.0
5294	ENSMUSG00000016554	Eif3d	0.000469	0.00782	0.084	chr15	[77968590]	[77970459 77970683]	True	5' UTR	4724.0
9830	ENSMUSG00000068739	Sars	0.000486	0.00805	0.11	chr3	[108427390]	[108427853 108427856 108427861 108428174]	True	CDS	1613.0
3319	ENSMUSG00000021079	Timm9	0.000494	0.00814	0.097	chr12	[71132087]	[71132507 71133900 71134959 71136291 71136555]	False	5' UTR	20195.0
9370	ENSMUSG00000027669	Gnb4	0.000501	0.0082	0.107	chr3	[32602141]	[32614100 32616079 32616439 32617181]	True	5' UTR	230.0
1999	ENSMUSG00000020436	Gabrg2	0.000504	0.00822	0.126	chr11	[41912592]	[41913970 41916284 41967534]	True	CDS	445.0
16858	ENSMUSG00000026087	Mrpl30	0.000534	0.00869	0.097	chr1	[37890585 37890698 37892173 37893024]	[37893939]	True	5' UTR	18118.0
24207	ENSMUSG00000042729	Wdr74	0.000546	0.00883	0.067	chr19	[8736094 8736208 8736298]	[8737654]	True	CDS	13623.0
7198	ENSMUSG00000117674	Gm31087	0.000549	0.00883	0.144	chr18	[40242932]	[40245252 40245262 40254561 40257536 40258279]	False	Non-coding	605.0
9666	ENSMUSG00000001017	Chtop	0.000578	0.00927	0.147	chr3	[90500108]	[90502116 90503096]	True	CDS	9659.0
10204	ENSMUSG00000028444	Cntfr	0.000616	0.00982	0.07	chr4	[41675105]	[41683738 41686797]	False	5' UTR	219.0
7937	ENSMUSG00000039128	Cdc123	0.000622	0.00989	0.057	chr2	[5803976]	[5804911 5807431]	False	CDS	11248.0
20168	ENSMUSG00000066392	Nrxn3	0.000627	0.00993	0.158	chr12	[89533011 89813641]	[89976347]	True	CDS	104.0
18295	ENSMUSG00000058799	Nap1l1	0.000629	0.00993	0.083	chr10	[111481317 111486747]	[111490028]	False	CDS	21940.0
6801	ENSMUSG00000024083	Pja2	0.000684	0.0107	0.086	chr17	[64293025]	[64297724 64308622]	True	CDS	7081.0
29049	ENSMUSG00000039419	Cntnap2	0.000686	0.0107	0.153	chr6	[47193080 47244550]	[47271140]	True	CDS	228.0
12647	ENSMUSG00000033152	Podxl2	0.000757	0.0117	0.058	chr6	[88865290]	[88874005 88874356 88874534 88874670 88874919]	True	CDS	452.0
16596	ENSMUSG00000041353	Tmem29	0.000765	0.0118	0.163	chrX	[150420442]	[150440676 150440767 150440980 150440983 150458962 150459072]	True	CDS	1330.0
7788	ENSMUSG00000025199	Chuk	0.000779	0.012	0.137	chr19	[44084479]	[44086908 44087916]	False	CDS	7572.0
2677	ENSMUSG00000017176	Nt5c3b	0.000787	0.0121	0.091	chr11	[100440255]	[100440829 100440928 100441044]	True	CDS	6547.0
32633	ENSMUSG00000062867	Impdh2	0.000813	0.0124	0.1	chr9	[108563692 108563985]	[108564635]	True	CDS	23259.0
19345	ENSMUSG00000019302	Atp6v0a1	0.000813	0.0124	0.062	chr11	[101044624 101045511]	[101048418]	False	CDS	18075.0
10811	ENSMUSG00000003038	Hmgn2	0.000816	0.0124	0.113	chr4	[133967002]	[133967103 133967164 133967275 133967795]	True	CDS	3270.0
32537	ENSMUSG00000035048	Anapc13	0.000858	0.013	0.136	chr9	[102626347 102626688 102626919]	[102629763]	True	5' UTR	3007.0
3841	ENSMUSG00000046573	Lyrm4	0.00089	0.0133	0.088	chr13	[36092927]	[36117075 36117687]	False	CDS	9177.0
28428	ENSMUSG00000029538	Srsf9	0.000913	0.0137	0.189	chr5	[115327500 115328705 115329143 115330029]	[115330498]	True	CDS	6248.0
23469	ENSMUSG00000039770	Ypel5	0.000938	0.0139	0.132	chr17	[72836792 72837709 72837820 72839951]	[72846279]	True	5' UTR	22058.0
15676	ENSMUSG00000042444	Mindy2	0.000952	0.014	0.07	chr9	[70611003]	[70616764 70626755]	False	CDS	1384.0
4772	ENSMUSG00000054733	Msra	0.001	0.0146	0.062	chr14	[64285184]	[64313619 64313687]	False	CDS	11068.0
32907	ENSMUSG00000036699	Zcchc12	0.001	0.0146	0.068	chrX	[36196568 36196579]	[36196779]	False	5' UTR	194.0
22192	ENSMUSG00000023048	Prr13	0.00103	0.015	0.13	chr15	[102459256 102459582 102459832]	[102460108]	True	5' UTR	19012.0
11809	ENSMUSG00000029616	Erp29	0.00106	0.0153	0.079	chr5	[121445573]	[121447141 121452191]	True	CDS	3325.0
30835	ENSMUSG00000041769	Ppp2r2d	0.00106	0.0153	0.109	chr7	[138868508 138869856]	[138870390]	True	CDS	16037.0
31439	ENSMUSG00000005481	Ddx39	0.0011	0.0157	0.138	chr8	[83721141 83721525]	[83721734]	True	CDS	16359.0
67	ENSMUSG00000025920	Stau2	0.00114	0.0161	0.131	chr1	[16463195]	[16486020 16491241 16509342]	True	CDS	20897.0
18743	ENSMUSG00000018395	Kif3a	0.00119	0.0167	0.157	chr11	[53586931 53588761]	[53590717]	True	CDS	2268.0
11802	ENSMUSG00000029608	Rph3a	0.00123	0.0172	0.103	chr5	[121009100]	[121009238 121009834]	True	5' UTR	590.0
22803	ENSMUSG00000040785	Ttc3	0.00125	0.0175	0.079	chr16	[94403369 94410957 94412124]	[94415949]	True	CDS	21900.0
12352	ENSMUSG00000029922	Mkrn1	0.0013	0.0181	0.157	chr6	[39410217]	[39419467 39419639 39419786 39419840 39419889 39420099]	True	CDS	18570.0
18129	ENSMUSG00000004933	Matk	0.00131	0.0182	0.066	chr10	[81259807 81260183]	[81260908]	True	CDS	1569.0
12987	ENSMUSG00000030268	Bcat1	0.00135	0.0187	0.187	chr6	[145047364]	[145047440 145048563 145075889]	True	CDS	2457.0
19384	ENSMUSG00000034757	Tmub2	0.0014	0.0191	0.121	chr11	[102285089 102285719]	[102287308]	True	CDS	24017.0
12257	ENSMUSG00000017978	Cadps2	0.0014	0.0191	0.135	chr6	[23323436]	[23328783 23329020]	True	CDS	156.0
32279	ENSMUSG00000032297	Celf6	0.00146	0.0198	0.094	chr9	[59603368 59603598]	[59604130]	False	CDS	109.0
1030	ENSMUSG00000019795	Pcmt1	0.00151	0.0205	0.108	chr10	[7630977]	[7638009 7638056 7640045]	True	CDS	2486.0
15277	ENSMUSG00000066839	Ecsit	0.00156	0.0211	0.079	chr9	[22076646]	[22078148 22084023]	False	CDS	7897.0
24421	ENSMUSG00000041035	Gm17018	0.00162	0.0217	0.065	chr19	[45571999 45572010]	[45572405]	False	CDS	3179.0
1836	ENSMUSG00000057897	Camk2b	0.00162	0.0217	0.063	chr11	[5979722]	[5981070 5982447 5982501]	True	CDS	7014.0
18097	ENSMUSG00000055862	Izumo4	0.00163	0.0217	0.109	chr10	[80703929 80704087]	[80704180]	True	CDS	1731.0
28681	ENSMUSG00000019054	Fis1	0.00164	0.0218	0.08	chr5	[136953591 136962229 136962612]	[136962999]	True	CDS	24134.0
4485	ENSMUSG00000040760	Appl1	0.00168	0.0221	0.071	chr14	[26961039]	[26962110 26962806 26963647]	True	CDS	2472.0
18470	ENSMUSG00000009076	Zmat5	0.00172	0.0224	0.138	chr11	[4704713 4704722 4705407]	[4722358]	False	5' UTR	2669.0
9482	ENSMUSG00000036513	Commd2	0.00173	0.0224	0.07	chr3	[57650216]	[57650691 57651422]	True	CDS	21822.0
20574	ENSMUSG00000021474	Sfxn1	0.00173	0.0224	0.113	chr13	[54071926 54071933 54072471]	[54085449]	False	5' UTR	904.0
4694	ENSMUSG00000022217	Emc9	0.00176	0.0226	0.11	chr14	[55581744]	[55581881 55582056 55584679]	True	CDS	1630.0
5918	ENSMUSG00000023791	Pigx	0.0018	0.023	0.089	chr16	[32092486]	[32095553 32097000]	True	CDS	15196.0
6337	ENSMUSG00000002504	Slc9a3r2	0.00186	0.0236	0.064	chr17	[24647728]	[24649757 24649938 24651350 24651498]	False	CDS	1513.0
28818	ENSMUSG00000041453	Rpl21	0.0019	0.0239	0.087	chr5	[146833172 146833483 146833567 146833741]	[146834184]	True	5' UTR	2439.0
11590	ENSMUSG00000029328	Hnrnpdl	0.00195	0.0245	0.115	chr5	[100034985]	[100035635 100036104]	True	3' UTR	2921.0
23928	ENSMUSG00000053477	Tcf4	0.002	0.025	0.132	chr18	[69465448 69477194 69500999 69519364 69519861]	[69519965]	True	CDS	213.0
22601	ENSMUSG00000034243	Golgb1	0.00203	0.0254	0.128	chr16	[36875264 36885189]	[36886134]	False	CDS	12433.0
2966	ENSMUSG00000025144	Cenpx	0.00205	0.0255	0.075	chr11	[120711307]	[120711390 120711703]	False	CDS	9235.0
27546	ENSMUSG00000028759	Hp1bp3	0.00211	0.026	0.142	chr4	[138216741 138216800 138217295 138221724]	[138222089]	True	5' UTR	20756.0
22244	ENSMUSG00000022516	Nudt16l1	0.00212	0.026	0.057	chr16	[4939631 4939639 4939682 4939714]	[4940196]	True	CDS	19099.0
4244	ENSMUSG00000021650	Ptcd2	0.00213	0.0261	0.062	chr13	[99332967]	[99336663 99343313]	False	CDS	4915.0
5808	ENSMUSG00000013539	Tango2	0.00215	0.0262	0.152	chr16	[18324451]	[18331354 18338609 18343798 18343895 18347871]	True	5' UTR	16665.0
22323	ENSMUSG00000022681	Ntan1	0.00219	0.0267	0.114	chr16	[13819437 13819647 13827126]	[13827388]	True	CDS	3746.0
12216	ENSMUSG00000090063	Dlx6os1	0.00231	0.028	0.124	chr6	[6824568]	[6825842 6861525 6869309]	True	Non-coding	83.0
5357	ENSMUSG00000022476	Polr3h	0.00237	0.0286	0.099	chr15	[81922506]	[81925228 81925243 81925786 81936655]	False	CDS	3198.0
22480	ENSMUSG00000021018	Polr2h	0.00245	0.0294	0.084	chr16	[20718908 20719085]	[20720519]	True	CDS	3372.0
10971	ENSMUSG00000029001	Fbxo44	0.00245	0.0294	0.104	chr4	[148158824]	[148159515 148159743 148160034 148160316]	True	CDS	12248.0
27670	ENSMUSG00000028936	Rpl22	0.00249	0.0298	0.068	chr4	[152327586 152329315 152329414]	[152330004]	False	CDS	16580.0
31413	ENSMUSG00000036977	Anapc10	0.00251	0.0299	0.068	chr8	[79719749 79727413]	[79729130]	False	CDS	2188.0
2386	ENSMUSG00000020745	Pafah1b1	0.0026	0.0308	0.112	chr11	[74699521]	[74723200 74723999]	True	5' UTR	19360.0
23709	ENSMUSG00000024381	Bin1	0.00262	0.0309	0.168	chr18	[32429724 32430858]	[32431671]	False	CDS	19858.0
12129	ENSMUSG00000029610	Aimp2	0.00277	0.0326	0.12	chr5	[143906756]	[143909581 143909701]	True	CDS	21030.0
33118	ENSMUSG00000079480	Pin4	0.00283	0.0332	0.085	chrX	[102119565 102119731 102121523]	[102121668]	True	CDS	9581.0
17659	ENSMUSG00000026623	Lpgat1	0.00286	0.0333	0.076	chr1	[191719619 191720796 191723135]	[191749540]	False	CDS	2142.0
9159	ENSMUSG00000017307	Acot8	0.003	0.0347	0.127	chr2	[164799946]	[164801343 164802997 164804687 164804690]	False	CDS	4658.0
22997	ENSMUSG00000015126	Tsr3	0.00316	0.0363	0.166	chr17	[25240365 25240643 25240664]	[25241064]	False	CDS	4184.0
23866	ENSMUSG00000024576	Csnk1a1	0.00318	0.0363	0.135	chr18	[61580452 61580488]	[61587426]	True	CDS	4616.0
21951	ENSMUSG00000022407	Adsl	0.00326	0.0372	0.078	chr15	[80964028 80966183]	[80967112]	True	CDS	6085.0
11285	ENSMUSG00000045302	Preb	0.00331	0.0374	0.055	chr5	[30955738]	[30955930 30956262 30957888]	True	CDS	9316.0
9338	ENSMUSG00000019528	Gyg	0.00339	0.0379	0.158	chr3	[20122865]	[20123122 20125258]	True	CDS	19764.0
16026	ENSMUSG00000032503	Arpp21	0.00354	0.0393	0.057	chr9	[112185770]	[112185908 112185987 112186464 112187470 112187590]	True	5' UTR	1190.0
11838	ENSMUSG00000029469	Ift81	0.00361	0.0399	0.114	chr5	[122609354]	[122610078 122610943]	True	CDS	7344.0
3231	ENSMUSG00000062929	Cfl2	0.00379	0.0414	0.087	chr12	[54861834]	[54862411 54862744]	True	CDS	669.0
11053	ENSMUSG00000029048	Rer1	0.00426	0.0459	0.077	chr4	[155082755]	[155083109 155083132 155086205]	True	5' UTR	21547.0
28420	ENSMUSG00000060152	Pop5	0.0044	0.0471	0.06	chr5	[115238070 115238278]	[115240162]	True	CDS	1007.0
24034	ENSMUSG00000024845	Tmem134	0.00443	0.0471	0.152	chr19	[4127122 4127133]	[4127550]	True	CDS	13926.0
14779	ENSMUSG00000001911	Nfix	0.00443	0.0471	0.086	chr8	[84713858]	[84716141 84721643]	True	CDS	19248.0
12452	ENSMUSG00000029780	Nt5c3	0.00444	0.0471	0.106	chr6	[56892889]	[56897775 56923672]	True	CDS	22478.0
501	ENSMUSG00000026309	Ilkap	0.00448	0.0475	0.083	chr1	[91390664]	[91391109 91391132 91398651]	False	CDS	10039.0
18946	ENSMUSG00000070394	Tmem256	0.0045	0.0476	0.063	chr11	[69838574 69838599 69838650]	[69838920]	True	CDS	3942.0
