cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	chromosome	start	end	Annotated	Region	diff_exp_rank
18692	ENSMUSG00000062210	Tnfaip8	7.17e-06	9.49e-05	0.075	chr18	[49979627 50031364]	[50090200]	True	CDS	
13379	ENSMUSG00000032908	Sgpp2	7.17e-06	9.49e-05	0.078	chr1	[78310173 78310503]	[78360071]	False	5' UTR	
24801	ENSMUSG00000031785	Adgrg1	7.47e-06	9.85e-05	0.098	chr8	[94974897 94977418]	[95002439]	True	5' UTR	
20035	ENSMUSG00000032802	Srxn1	7.68e-06	0.0001	0.084	chr2	[152105739 152105948]	[152108989]	True	CDS	
23284	ENSMUSG00000035585	Tsen34	8.3e-06	0.000106	0.061	chr7	[3693866 3693890 3694059]	[3694598]	True	CDS	
18571	ENSMUSG00000024277	Mapre2	8.4e-06	0.000107	0.13	chr18	[23772660 23804222]	[23832853]	True	CDS	
24370	ENSMUSG00000045969	Ing1	8.56e-06	0.000109	0.158	chr8	[11556096 11557046 11558567]	[11561418]	True	5' UTR	
25271	ENSMUSG00000034584	Exph5	9.19e-06	0.000116	0.27	chr9	[53340499 53341471]	[53353154]	True	CDS	
19977	ENSMUSG00000027333	Smox	1.05e-05	0.000132	0.131	chr2	[131522220 131524334]	[131524743]	True	CDS	
9777	ENSMUSG00000055799	Tcf7l1	1.14e-05	0.000142	0.168	chr6	[72630032]	[72630466 72631012]	False	CDS	
21095	ENSMUSG00000028392	Bspry	1.42e-05	0.000176	0.105	chr4	[62494858 62496572]	[62496982]	False	CDS	
6953	ENSMUSG00000027459	Fam110a	1.57e-05	0.000193	0.123	chr2	[151970925]	[151973610 151979993]	True	5' UTR	
14322	ENSMUSG00000101517	4732465J04Rik	1.6e-05	0.000196	0.259	chr10	[95780627 95783984 95789867]	[95791684]	True	Non-coding	
5123	ENSMUSG00000073420	Btnl5-ps	1.68e-05	0.000204	0.157	chr17	[34492499]	[34492705 34493019]	False	Non-coding	
5514	ENSMUSG00000051469	Zfp24	1.95e-05	0.000233	0.195	chr18	[24018169]	[24019832 24020218 24020712]	True	5' UTR	
18070	ENSMUSG00000041119	Pde9a	1.99e-05	0.000235	0.124	chr17	[31420289 31433209]	[31443166]	True	CDS	
13024	ENSMUSG00000025268	Maged2	2.05e-05	0.000243	0.3	chrX	[150812738]	[150812821 150813616]	True	5' UTR	
14464	ENSMUSG00000064030	Pym1	2.25e-05	0.000265	0.226	chr10	[128747999 128748567]	[128765147]	True	CDS	
18146	ENSMUSG00000039656	Rxrb	2.4e-05	0.000282	0.291	chr17	[34032224 34032485]	[34032827]	True	CDS	
16218	ENSMUSG00000050002	Idnk	2.42e-05	0.000283	0.091	chr13	[58160239 58160781 58162882]	[58163433]	True	CDS	
3292	ENSMUSG00000009470	Tnpo1	2.46e-05	0.000286	0.174	chr13	[98890791]	[98890927 98926251]	True	CDS	
16825	ENSMUSG00000036461	Elf1	2.61e-05	0.0003	0.101	chr14	[79481638 79515345 79515771]	[79536123]	True	5' UTR	
7230	ENSMUSG00000027684	Mecom	2.62e-05	0.0003	0.208	chr3	[30009898]	[30012542 30048143 30237978]	False	CDS	
13423	ENSMUSG00000026289	Atg16l1	2.75e-05	0.000315	0.211	chr1	[87774232 87774870]	[87775757]	True	CDS	
7648	ENSMUSG00000027957	Slc35a3	2.96e-05	0.000336	0.094	chr3	[116694635]	[116711683 116712083 116712617]	True	CDS	
1633	ENSMUSG00000046879	Irgm1	3.14e-05	0.000354	0.123	chr11	[48867004]	[48868562 48871094]	True	CDS	
18532	ENSMUSG00000041238	Rbbp8	3.19e-05	0.000359	0.078	chr18	[11657693 11657974]	[11660735]	True	5' UTR	
20141	ENSMUSG00000035268	Pkig	3.21e-05	0.000359	0.07	chr2	[163658493 163658660 163659236 163703556]	[163721128]	True	5' UTR	
12408	ENSMUSG00000032357	Tinag	3.34e-05	0.000373	0.077	chr9	[77001762]	[77005630 77005634]	False	CDS	
9146	ENSMUSG00000044339	Alkbh2	3.35e-05	0.000373	0.193	chr5	[114127770]	[114128083 114130456]	False	5' UTR	
22904	ENSMUSG00000034930	Rtkn	3.46e-05	0.000383	0.065	chr6	[83136060 83138247]	[83145931]	True	CDS	
18570	ENSMUSG00000024277	Mapre2	3.52e-05	0.000389	0.222	chr18	[23752421 23753870]	[23772604]	True	5' UTR	
2999	ENSMUSG00000021336	Slc17a4	3.54e-05	0.00039	0.096	chr13	[23902031]	[23902971 23903243]	False	CDS	
9139	ENSMUSG00000051339	2900026A02Rik	3.57e-05	0.000393	0.243	chr5	[113193908]	[113219405 113221211]	False	5' UTR	
5562	ENSMUSG00000003778	Brd8	3.84e-05	0.000421	0.176	chr18	[34609950]	[34610410 34611132]	True	CDS	
10887	ENSMUSG00000005610	Eif4g2	4.53e-05	0.000488	0.056	chr7	[111075713]	[111076280 111076696]	True	CDS	
17647	ENSMUSG00000002845	Tmem39a	4.67e-05	0.0005	0.061	chr16	[38573277 38575827 38578694]	[38581970]	True	CDS	
11168	ENSMUSG00000025498	Irf7	4.89e-05	0.000521	0.098	chr7	[141264049]	[141264223 141264493 141265075]	True	CDS	
1842	ENSMUSG00000018736	Ndel1	5.17e-05	0.000546	0.061	chr11	[68822666]	[68826170 68829915]	True	CDS	
11815	ENSMUSG00000031906	Smpd3	5.28e-05	0.000557	0.094	chr8	[106266125]	[106280895 106288133]	True	5' UTR	
10566	ENSMUSG00000002968	Med25	5.64e-05	0.00059	0.064	chr7	[44880471]	[44880567 44880923]	True	CDS	
25763	ENSMUSG00000031158	Timm17b	5.72e-05	0.000597	0.054	chrX	[7899470 7901061]	[7903673]	False	CDS	
11064	ENSMUSG00000030850	Ate1	5.91e-05	0.000615	0.15	chr7	[130516169]	[130519356 130519877]	True	CDS	
1475	ENSMUSG00000009073	Nf2	6.1e-05	0.000631	0.082	chr11	[4816166]	[4818505 4820368]	True	CDS	
9895	ENSMUSG00000030067	Foxp1	6.14e-05	0.000634	0.066	chr6	[99016666]	[99028164 99028674 99075854]	True	CDS	
4309	ENSMUSG00000009575	Cbx5	6.34e-05	0.000653	0.098	chr15	[103213255]	[103215022 103239733]	True	5' UTR	
25451	ENSMUSG00000009828	Cilk1	6.37e-05	0.000654	0.134	chr9	[78109482 78113456]	[78131295]	True	5' UTR	
5815	ENSMUSG00000024922	Ovol1	6.6e-05	0.000673	0.055	chr19	[5551675]	[5553554 5560201]	False	CDS	
20664	ENSMUSG00000058388	Phtf1	6.6e-05	0.000673	0.263	chr3	[103969131 103969811]	[103981886]	True	CDS	
9693	ENSMUSG00000004980	Hnrnpa2b1	6.75e-05	0.000687	0.052	chr6	[51464212]	[51464428 51465179]	True	CDS	
12529	ENSMUSG00000042210	Abhd14a	6.82e-05	0.000692	0.093	chr9	[106444307]	[106445526 106447531]	True	5' UTR	
7186	ENSMUSG00000040374	Pex2	6.89e-05	0.000698	0.086	chr3	[5561765]	[5562669 5563165]	True	5' UTR	
19107	ENSMUSG00000024805	Pcgf5	7.39e-05	0.000742	0.162	chr19	[36348570 36409910]	[36411956]	True	5' UTR	
22147	ENSMUSG00000029310	Nudt9	7.7e-05	0.000768	0.069	chr5	[104046839 104047147]	[104050578]	True	5' UTR	
18942	ENSMUSG00000024959	Bad	8.14e-05	0.000808	0.103	chr19	[6942441 6942625]	[6942867]	True	CDS	
11365	ENSMUSG00000031516	Dctn6	8.5e-05	0.000838	0.055	chr8	[34097295]	[34098919 34104986 34106342]	True	CDS	
21043	ENSMUSG00000061455	Stx17	8.61e-05	0.000845	0.113	chr4	[48124959 48125067]	[48131765]	True	5' UTR	
8129	ENSMUSG00000028559	Osbpl9	8.64e-05	0.000845	0.123	chr4	[109087486]	[109091661 109098503]	True	CDS	
17108	ENSMUSG00000071711	Mpst	8.97e-05	0.000876	0.055	chr15	[78406745 78406829 78406864 78407031 78407271 78409945]	[78410043]	False	5' UTR	
3391	ENSMUSG00000021786	Oxsm	9.07e-05	0.000883	0.246	chr14	[16242799]	[16243290 16249477]	True	5' UTR	
8473	ENSMUSG00000028755	Cda	9.42e-05	0.000915	0.054	chr4	[138343565]	[138351184 138367790]	False	CDS	
21826	ENSMUSG00000029177	Cenpa	9.48e-05	0.000919	0.11	chr5	[30667114 30669829]	[30672464]	True	CDS	
3985	ENSMUSG00000047921	Trappc9	9.69e-05	0.000937	0.21	chr15	[73031644]	[73042177 73050595]	True	CDS	
8918	ENSMUSG00000070780	Rbm47	9.89e-05	0.000952	0.091	chr5	[66046214]	[66054482 66068798 66080939 66097707]	True	5' UTR	
20100	ENSMUSG00000027624	Epb41l1	9.97e-05	0.000956	0.134	chr2	[156514211 156525289]	[156526889]	True	CDS	
396	ENSMUSG00000026279	Thap4	0.000103	0.000982	0.068	chr1	[93725317]	[93731857 93749847]	True	CDS	
3582	ENSMUSG00000004558	Ndrg2	0.000107	0.00101	0.083	chr14	[51910786]	[51911086 51911466]	True	CDS	
14115	ENSMUSG00000033427	Upb1	0.000115	0.00107	0.211	chr10	[75428343 75429481 75429483]	[75429962]	False	CDS	
2114	ENSMUSG00000038909	Kat7	0.000119	0.00111	0.081	chr11	[95306197]	[95309537 95310035]	True	CDS	
6530	ENSMUSG00000061136	Prpf40a	0.00014	0.00129	0.08	chr2	[53190101]	[53191023 53191149]	True	CDS	
11833	ENSMUSG00000031729	Ist1	0.000142	0.00131	0.056	chr8	[109675425]	[109675643 109676758 109677486]	True	CDS	
18668	ENSMUSG00000060450	Rnf14	0.000148	0.00135	0.093	chr18	[38300485 38314804]	[38316525]	True	CDS	
14036	ENSMUSG00000019920	Lims1	0.000149	0.00135	0.079	chr10	[58323688 58352198]	[58399021]	False	CDS	
14436	ENSMUSG00000040054	Baz2a	0.000162	0.00146	0.314	chr10	[128091777 128092851]	[128096380]	False	CDS	
4756	ENSMUSG00000022952	Runx1	0.000164	0.00148	0.165	chr16	[92613761]	[92644154 92668708]	True	CDS	
23425	ENSMUSG00000054169	Ceacam10	0.00017	0.00152	0.052	chr7	[24777340 24778486]	[24780870]	True	CDS	
6302	ENSMUSG00000026956	Uap1l1	0.000172	0.00154	0.09	chr2	[25362849]	[25363244 25363312]	True	CDS	
24138	ENSMUSG00000042340	Ctf1	0.000175	0.00156	0.211	chr7	[127712780 127713022]	[127713925]	True	CDS	
22748	ENSMUSG00000071506	Tmem139	0.000177	0.00157	0.161	chr6	[42262027 42262476]	[42263244]	False	5' UTR	
18472	ENSMUSG00000117431	8430430B14Rik	0.000187	0.00165	0.174	chr17	[83998706 84008969 84011800]	[84013127]	False	Non-coding	
15700	ENSMUSG00000021000	Mia2	0.000189	0.00167	0.076	chr12	[59129897 59131605]	[59136064]	True	CDS	
6293	ENSMUSG00000036805	Noxa1	0.000191	0.00168	0.06	chr2	[25087028]	[25087130 25087154]	True	CDS	
6644	ENSMUSG00000076437	Selenoh	0.000199	0.00175	0.055	chr2	[84669398]	[84669987 84670012]	True	CDS	
7111	ENSMUSG00000027546	Atp9a	0.00021	0.00183	0.093	chr2	[168710977]	[168734021 168741682 168742088]	True	CDS	
25463	ENSMUSG00000033577	Myo6	0.000212	0.00184	0.148	chr9	[80292518 80293975 80296682]	[80299146]	True	CDS	
14728	ENSMUSG00000018899	Irf1	0.000216	0.00187	0.082	chr11	[53770279 53770623 53770692 53770758]	[53771284]	True	5' UTR	
5544	ENSMUSG00000042834	Nrep	0.000223	0.00193	0.271	chr18	[33463420]	[33463600 33463853]	True	5' UTR	
7390	ENSMUSG00000001420	Tmem79	0.00024	0.00207	0.077	chr3	[88333683]	[88334205 88334382]	False	5' UTR	
22281	ENSMUSG00000061288	Taok3	0.000242	0.00208	0.099	chr5	[117120340 117133776]	[117185527]	True	5' UTR	
19441	ENSMUSG00000026821	Ralgds	0.000253	0.00217	0.125	chr2	[28513561 28533734]	[28540711]	True	CDS	
23929	ENSMUSG00000030688	Stard10	0.000256	0.00219	0.212	chr7	[101320659 101321131]	[101321250]	False	CDS	
5707	ENSMUSG00000024511	Rab27b	0.000284	0.00239	0.067	chr18	[69989648]	[69994477 69994515]	False	CDS	
5360	ENSMUSG00000047407	Tgif1	0.000285	0.00239	0.078	chr17	[70846399]	[70849635 70849640 70849647 70850872 70853448]	True	CDS	
12508	ENSMUSG00000032534	Cep63	0.00029	0.00242	0.148	chr9	[102619761]	[102621696 102625904 102626263]	False	CDS	
4207	ENSMUSG00000023169	Slc38a1	0.000299	0.00249	0.133	chr15	[96624170]	[96641054 96642128 96642491]	True	5' UTR	
23878	ENSMUSG00000030774	Pak1	0.000303	0.00252	0.115	chr7	[97788975 97831059 97843142]	[97854436]	False	5' UTR	
8130	ENSMUSG00000028559	Osbpl9	0.000306	0.00254	0.125	chr4	[109102593]	[109117895 109133744]	True	CDS	
10071	ENSMUSG00000048668	Rhno1	0.000333	0.00274	0.094	chr6	[128359355]	[128362058 128362368 128362839]	True	5' UTR	
1462	ENSMUSG00000020432	Tcn2	0.000342	0.00279	0.087	chr11	[3931588]	[3931976 3932013]	True	5' UTR	
19342	ENSMUSG00000036617	Etl4	0.000361	0.00294	0.154	chr2	[20713449 20722724 20737556]	[20743459]	True	CDS	
16034	ENSMUSG00000039219	Arid4b	0.000396	0.00321	0.175	chr13	[14164943 14170072 14170180]	[14181220]	True	CDS	
1966	ENSMUSG00000017631	Abr	0.000418	0.00336	0.264	chr11	[76486537]	[76494257 76508888]	True	CDS	
23858	ENSMUSG00000039361	Picalm	0.000472	0.00377	0.137	chr7	[90191754 90194297]	[90195655]	True	CDS	
609	ENSMUSG00000026709	Dars2	0.000486	0.00388	0.097	chr1	[161046930]	[161049938 161051331]	True	CDS	
2246	ENSMUSG00000020923	Ubtf	0.000495	0.00394	0.097	chr11	[102316474]	[102317582 102318848 102319324]	True	5' UTR	
21737	ENSMUSG00000040274	Cdk6	0.000508	0.00404	0.123	chr5	[3473229 3515347]	[3515454]	False	CDS	
20750	ENSMUSG00000028121	Bcar3	0.000513	0.00406	0.094	chr3	[122511323 122512266]	[122512351]	True	CDS	
7396	ENSMUSG00000028064	Sema4a	0.000535	0.00421	0.099	chr3	[88454847]	[88455080 88455548 88456134]	True	5' UTR	
17492	ENSMUSG00000005262	Ufd1	0.000539	0.00423	0.064	chr16	[18814937 18814963]	[18815329]	True	CDS	
18210	ENSMUSG00000091705	H2-Q2	0.00054	0.00423	0.077	chr17	[35345487 35345709]	[35345844]	False	CDS	
2663	ENSMUSG00000021079	Timm9	0.000564	0.0044	0.088	chr12	[71126398]	[71132001 71136555]	True	5' UTR	
2876	ENSMUSG00000021276	Cinp	0.000623	0.00483	0.056	chr12	[110876971]	[110877223 110879685]	True	CDS	
19554	ENSMUSG00000026883	Dab2ip	0.000625	0.00483	0.141	chr2	[35661626 35692411]	[35707648]	True	CDS	
895	ENSMUSG00000071359	Tbpl1	0.000633	0.00489	0.074	chr10	[22705896]	[22706277 22707589]	True	CDS	
1287	ENSMUSG00000045867	Cradd	0.000753	0.00576	0.156	chr10	[95322890]	[95323469 95323985 95324001]	True	5' UTR	
9438	ENSMUSG00000029610	Aimp2	0.000766	0.00585	0.052	chr5	[143906756]	[143909581 143909701]	True	CDS	
11134	ENSMUSG00000025474	Tubgcp2	0.000774	0.00588	0.192	chr7	[140033799]	[140036096 140036347]	True	5' UTR	
18566	ENSMUSG00000024317	Rnf138	0.000802	0.00605	0.106	chr18	[21021000 21024517]	[21026086]	True	CDS	
3149	ENSMUSG00000005312	Ubqln1	0.00085	0.00638	0.078	chr13	[58179669]	[58180822 58183182]	True	CDS	
21306	ENSMUSG00000006392	Med8	0.000855	0.00641	0.056	chr4	[118409387 118409550]	[118410885]	True	CDS	
11382	ENSMUSG00000045636	Mtus1	0.000861	0.00644	0.159	chr8	[41015455]	[41016531 41022380]	True	CDS	
9947	ENSMUSG00000030315	Vgll4	0.000904	0.00672	0.099	chr6	[114958012]	[114968860 114969713]	True	5' UTR	
42	ENSMUSG00000079658	Eloc	0.000916	0.0068	0.053	chr1	[16648008]	[16656616 16656822 16656862 16656912 16656992]	True	5' UTR	
8921	ENSMUSG00000029207	Apbb2	0.000922	0.00682	0.263	chr5	[66391858]	[66392273 66400076]	True	CDS	
24454	ENSMUSG00000031585	Gtf2e2	0.000934	0.0069	0.109	chr8	[33731989 33732130]	[33735734]	True	5' UTR	
20755	ENSMUSG00000053819	Camk2d	0.000953	0.00703	0.099	chr3	[126840366 126841574]	[126842758]	True	CDS	
18320	ENSMUSG00000040771	Oard1	0.000965	0.0071	0.102	chr17	[48410095 48410238 48410373]	[48410828]	True	5' UTR	
818	ENSMUSG00000037395	Rcor3	0.000977	0.00717	0.216	chr1	[192101156]	[192101626 192108644 192116269]	True	CDS	
9803	ENSMUSG00000034832	Tet3	0.000979	0.00717	0.19	chr6	[83441274]	[83441550 83454750]	True	CDS	
5965	ENSMUSG00000035171	1110059E24Rik	0.000984	0.00717	0.056	chr19	[21598869]	[21619109 21652607]	True	CDS	
13931	ENSMUSG00000039835	Nhsl1	0.000993	0.0072	0.162	chr10	[18511743 18516161]	[18523791]	True	CDS	
23048	ENSMUSG00000043088	Il17re	0.001	0.00725	0.089	chr6	[113459027 113459376 113460225]	[113462279]	True	CDS	
22683	ENSMUSG00000029772	Ahcyl2	0.00102	0.00733	0.071	chr6	[29768907 29854140]	[29863143]	True	CDS	
20237	ENSMUSG00000023393	Slc17a9	0.00104	0.00747	0.092	chr2	[180732008 180732078]	[180732433]	True	CDS	
18101	ENSMUSG00000090700	Cyp4f40	0.00107	0.00766	0.08	chr17	[32659100 32659130 32659240]	[32659485]	True	5' UTR	
6983	ENSMUSG00000027490	E2f1	0.00109	0.00774	0.235	chr2	[154564509]	[154569067 154569489]	True	CDS	
6590	ENSMUSG00000051730	Mettl5	0.00111	0.00785	0.064	chr2	[69873936]	[69879102 69879106 69880767]	True	CDS	
8797	ENSMUSG00000054280	Prr14l	0.00117	0.00828	0.154	chr5	[32835689]	[32844044 32854093]	True	CDS	
6134	ENSMUSG00000084957	Bbip1	0.00118	0.00836	0.075	chr19	[53943580]	[53944156 53944417]	True	5' UTR	
485	ENSMUSG00000054387	Mdm4	0.0012	0.00843	0.16	chr1	[133003891]	[133004654 133009137]	True	CDS	
12505	ENSMUSG00000032534	Cep63	0.00124	0.00871	0.052	chr9	[102598284]	[102601317 102601321]	False	CDS	
8079	ENSMUSG00000028549	Itgb3bp	0.00124	0.00871	0.113	chr4	[99789680]	[99798696 99814058]	True	CDS	
4384	ENSMUSG00000022680	Pdxdc1	0.00125	0.00871	0.055	chr16	[13834847]	[13836386 13837043]	True	CDS	
1616	ENSMUSG00000020415	Pttg1	0.00129	0.00897	0.051	chr11	[43425682]	[43426174 43426189 43426201]	True	5' UTR	
3083	ENSMUSG00000037960	Card19	0.00136	0.00937	0.075	chr13	[49208147]	[49210089 49215754 49215937]	True	CDS	
24651	ENSMUSG00000066880	Zfp617	0.00138	0.00953	0.138	chr8	[71928329 71929199]	[71932019]	False	CDS	
23503	ENSMUSG00000015149	Sirt2	0.00139	0.00955	0.094	chr7	[28766868 28767679]	[28771811]	True	CDS	
4088	ENSMUSG00000009035	Tmem184b	0.0014	0.00962	0.116	chr15	[79366679]	[79368598 79369670]	False	CDS	
11360	ENSMUSG00000031586	Rbpms	0.00142	0.00977	0.224	chr8	[33784187]	[33789392 33795082]	True	CDS	
4398	ENSMUSG00000022789	Dnm1l	0.00146	0.00997	0.131	chr16	[16316779]	[16318445 16318764 16319452]	True	CDS	
25055	ENSMUSG00000031939	Taf1d	0.00149	0.0101	0.078	chr9	[15306284 15306991]	[15307728]	True	5' UTR	
1086	ENSMUSG00000000902	Smarcb1	0.0015	0.0102	0.068	chr10	[75915194]	[75916773 75916800]	True	CDS	
15766	ENSMUSG00000021065	Fut8	0.00152	0.0103	0.101	chr12	[77238200 77239254]	[77277361]	True	5' UTR	
18111	ENSMUSG00000073423	Zfp414	0.00154	0.0104	0.094	chr17	[33629217 33629699]	[33629797]	True	CDS	
15003	ENSMUSG00000017774	Myo1c	0.00163	0.0109	0.193	chr11	[75651666 75656202]	[75657492]	True	CDS	
12635	ENSMUSG00000056167	Cnot10	0.00166	0.0111	0.066	chr9	[114597607]	[114597795 114598705]	False	CDS	
12530	ENSMUSG00000042210	Abhd14a	0.00176	0.0116	0.084	chr9	[106445835]	[106447371 106447531]	True	5' UTR	
18726	ENSMUSG00000098098	Bvht	0.00177	0.0116	0.183	chr18	[61637050 61639733 61639769]	[61645163]	False	Non-coding	
16274	ENSMUSG00000021532	Fastkd3	0.00177	0.0116	0.118	chr13	[68584357 68585003]	[68585178]	True	CDS	
9369	ENSMUSG00000029722	Agfg2	0.00177	0.0116	0.126	chr5	[137655729]	[137660162 137661364]	True	CDS	
3635	ENSMUSG00000002320	Tm9sf1	0.00182	0.0119	0.108	chr14	[55642956]	[55643080 55643130 55643180 55643262 55643382 55643597]	True	5' UTR	
11816	ENSMUSG00000031906	Smpd3	0.00183	0.0119	0.178	chr8	[106288220]	[106288326 106337812]	False	5' UTR	
14656	ENSMUSG00000019189	Rnf145	0.00186	0.0121	0.119	chr11	[44518672 44519275]	[44524928]	False	5' UTR	
23035	ENSMUSG00000034269	Setd5	0.00189	0.0123	0.102	chr6	[113110526 113110671]	[113110866]	False	CDS	
2044	ENSMUSG00000045140	Pigw	0.00191	0.0124	0.252	chr11	[84878513]	[84879719 84880228]	True	5' UTR	
22012	ENSMUSG00000029221	Slc30a9	0.00195	0.0126	0.083	chr5	[67315846 67324734]	[67326853]	True	CDS	
23657	ENSMUSG00000011658	Fuz	0.00198	0.0127	0.119	chr7	[44897625 44898701]	[44898776]	True	CDS	
8441	ENSMUSG00000036940	Kdm1a	0.00199	0.0128	0.1	chr4	[136577205]	[136582040 136592965]	True	CDS	
13814	ENSMUSG00000026519	Tmem63a	0.002	0.0128	0.067	chr1	[180942511 180942560 180945985 180945998]	[180946566]	True	5' UTR	
5448	ENSMUSG00000063889	Crem	0.00203	0.013	0.115	chr18	[3273579]	[3276694 3280949 3281688]	True	CDS	
2438	ENSMUSG00000017132	Cyth1	0.00204	0.013	0.089	chr11	[118193698]	[118212649 118248439]	True	CDS	
18023	ENSMUSG00000046711	Hmga1	0.00211	0.0134	0.068	chr17	[27556710 27556712 27556750 27557067]	[27559533]	True	5' UTR	
3961	ENSMUSG00000022353	Mtss1	0.00213	0.0134	0.13	chr15	[58956591]	[58964497 58968839]	True	CDS	
13681	ENSMUSG00000041396	Mettl18	0.00213	0.0134	0.224	chr1	[163994978 163995072]	[163995914]	True	5' UTR	
14342	ENSMUSG00000019907	Ppp1r12a	0.00216	0.0136	0.137	chr10	[108251945 108252925]	[108253325]	True	CDS	
9034	ENSMUSG00000035325	Sec31a	0.00217	0.0137	0.054	chr5	[100375332]	[100375961 100378828]	True	CDS	
4955	ENSMUSG00000024177	Nme4	0.00221	0.0139	0.051	chr17	[26092153]	[26092507 26093617]	True	CDS	
7614	ENSMUSG00000004035	Gstm7	0.00231	0.0144	0.061	chr3	[107931391]	[107931619 107931788]	False	CDS	
22526	ENSMUSG00000000148	Brat1	0.00233	0.0145	0.215	chr5	[140705076 140705229]	[140705953]	True	5' UTR	
3300	ENSMUSG00000021638	Ocln	0.00236	0.0146	0.084	chr13	[100541185]	[100552387 100552416 100552564]	True	5' UTR	
13767	ENSMUSG00000037860	Aim2	0.00236	0.0147	0.112	chr1	[173419556 173420687]	[173427759]	True	5' UTR	
6503	ENSMUSG00000026761	Orc4	0.00242	0.015	0.094	chr2	[48940401]	[48949117 48949958]	True	5' UTR	
25305	ENSMUSG00000032305	Fam219b	0.00245	0.0151	0.228	chr9	[57538889 57539295]	[57540655]	True	CDS	
24737	ENSMUSG00000003824	Syce2	0.00246	0.0152	0.125	chr8	[84872833 84883585]	[84885935]	True	CDS	
22853	ENSMUSG00000036402	Gng12	0.00247	0.0152	0.072	chr6	[66914511 66943878 66943883]	[67015725]	True	5' UTR	
18166	ENSMUSG00000034254	Agpat1	0.00255	0.0157	0.071	chr17	[34606172 34609077]	[34610445]	True	5' UTR	
18046	ENSMUSG00000005936	Kctd20	0.00259	0.0159	0.115	chr17	[28952570 28958058]	[28961414]	True	5' UTR	
12384	ENSMUSG00000032228	Tcf12	0.00263	0.016	0.192	chr9	[71868279]	[71868999 71870074]	True	CDS	
12433	ENSMUSG00000032265	Tent5a	0.00264	0.0161	0.06	chr9	[85326806]	[85326988 85327043]	True	CDS	
25607	ENSMUSG00000032612	Usp4	0.00264	0.0161	0.092	chr9	[108362899 108365971]	[108366761]	True	CDS	
17584	ENSMUSG00000014075	Tctex1d2	0.00269	0.0163	0.109	chr16	[32422954 32425311]	[32426858]	True	CDS	
1584	ENSMUSG00000032673	Prorsd1	0.00272	0.0165	0.065	chr11	[29513677]	[29514432 29514917]	True	CDS	
15180	ENSMUSG00000078706	Gm53	0.00277	0.0168	0.095	chr11	[96251814 96261764 96262010]	[96264174]	True	Non-coding	
16445	ENSMUSG00000021733	Slc4a7	0.00283	0.017	0.075	chr14	[14739875 14739914]	[14745968]	True	CDS	
11661	ENSMUSG00000001911	Nfix	0.00284	0.0171	0.145	chr8	[84772316]	[84773354 84799998]	True	CDS	
17556	ENSMUSG00000038084	Opa1	0.003	0.0178	0.11	chr16	[29589749 29597697]	[29602212]	True	CDS	
18321	ENSMUSG00000040771	Oard1	0.00309	0.0182	0.121	chr17	[48410238 48410373]	[48410825]	False	5' UTR	
17524	ENSMUSG00000097290	1300002E11Rik	0.00309	0.0182	0.206	chr16	[21801357 21803098 21807120]	[21808678]	False	Non-coding	
7779	ENSMUSG00000038975	Rabggtb	0.00314	0.0184	0.068	chr3	[153909599]	[153910064 153910261]	True	CDS	
24495	ENSMUSG00000031626	Sorbs2	0.00317	0.0186	0.105	chr8	[45769896 45770591]	[45772534]	True	CDS	
3413	ENSMUSG00000021814	Anxa7	0.00337	0.0196	0.059	chr14	[20473330]	[20479780 20479895]	True	5' UTR	
22675	ENSMUSG00000029767	Calu	0.00338	0.0197	0.081	chr6	[29361488 29361754]	[29366040]	True	CDS	
24384	ENSMUSG00000038482	Tfdp1	0.00344	0.0199	0.056	chr8	[13369581 13370275]	[13370481]	True	CDS	
552	ENSMUSG00000056220	Pla2g4a	0.00346	0.02	0.065	chr1	[149922137]	[149922244 149932658]	True	CDS	
14094	ENSMUSG00000037876	Jmjd1c	0.00355	0.0204	0.147	chr10	[67215376 67217108]	[67218038]	False	CDS	
25416	ENSMUSG00000032212	Sltm	0.00357	0.0205	0.056	chr9	[70559102 70561974]	[70562814]	False	CDS	
11441	ENSMUSG00000004319	Clcn3	0.0036	0.0206	0.057	chr8	[60913176]	[60914753 60919340]	True	CDS	
3799	ENSMUSG00000022124	Fbxl3	0.00362	0.0207	0.134	chr14	[103095542]	[103098769 103099162]	True	5' UTR	
8939	ENSMUSG00000070733	Fryl	0.00376	0.0214	0.196	chr5	[73148223]	[73191616 73194986]	True	CDS	
19476	ENSMUSG00000026857	Ntmt1	0.00382	0.0217	0.057	chr2	[30819769 30819833]	[30820449]	True	CDS	
1376	ENSMUSG00000040462	Os9	0.00383	0.0217	0.075	chr10	[127096743]	[127096915 127097932]	True	CDS	
5067	ENSMUSG00000024292	Cyp4f14	0.00383	0.0217	0.114	chr17	[32916890]	[32917145 32917303 32917332]	False	5' UTR	
18410	ENSMUSG00000024044	Epb41l3	0.00385	0.0218	0.075	chr17	[69287338 69287729]	[69288851]	True	CDS	
11018	ENSMUSG00000045251	Zfp688	0.0039	0.0219	0.146	chr7	[127419642]	[127420010 127421405 127421649 127421809]	True	CDS	
5595	ENSMUSG00000051375	Pcdh1	0.00391	0.0219	0.117	chr18	[38203607]	[38209559 38209682 38211789]	False	CDS	
